id	approved	datestart	dateend	label	name	shortname	hashtag	homepage	presentation form	onlinebanner	city	country	venue	OSM-Link	lat	lon	coclink	Self-description	cfpdate	cfplink	type	tags	EntranceFee	Registration	ParticipantsLastTime	Main language	Main Organiser	Specialties	First Edition	Main Sponsors	Edition’s Topic	Technologies in use	Online Interactivity	Technical Liberties	Timezone	Twitter	Mastodon	Telegram	Git*	Instagram	LinkedIn	Facebook	Youtube		cancelled	replacement	replaces	cancellation_description
21042		20200417	20200419	Software Freedom Kosova	Software Freedom Kosova Conference 2020	SFK		https://sfk.flossk.org/sfk20/			Prishtina	KO		https://www.openstreetmap.org/#map=17/42.66043/21.15946	42.66043	21.15946	nococ	<p>Software Freedom Kosova Conference (SFK) is one of the biggest and oldest annual conferences in Southeast Europe established to promote software freedom, open culture and free knowledge. It is run by FLOSSK, a Kosovo NGO.</p><p>The Conference gathers each year developers, academicians and users who share the idea that software should be free and open for the community to use and customize to its needs.</p><p>The theme in 2020 is *Sensors for Good*. We aim to show ways to sense the world around us to do good: whether software, hardware or data. Call for speakers is now open and funding for speakers' travel and accommodation is available.</p>			Community Event	FLOSSK	Zero	no	300	EN					Sensors for good					http://twitter.com/flosskosova	https://mastodon.cloud/@flossk											
21043		20210409	20210410	Grazer Linuxtage	Grazer Linuxtage			https://www.linuxtage.at/	online				On the internet				https://www.linuxtage.at/coc	<p>Grazer Linuxtage is a conference taking place anually in Graz.<p></p>Grazer Linuxtage is fully organized by volunteers. We want to offer the possibility to get informed about open source software and open source hardware. TU Graz provides the location, while our incurring expenses for printing, hosting, shirts and advertisment are covered by sponsors. Grazer Linuxtage is dealing with more than just Linux. By now, we are dealing with everything concerning the use of free software. Here, both, beginners and advanced users will find a number of lectures informative lectures.</p>	20210205	https://pretalx.linuxtage.at/glt21/cfp	Community Event	graz,linuxtage	Zero	no	Around 800 participants in the last offline event in 2019.	DE										https://twitter.com/linuxtage												
21044		20200420	20200424	Internet Freedom Festival	Internet Freedom Festival	IFF	IFF2020	https://internetfreedomfestival.org/			Valencia	ES	Las Naves	https://www.openstreetmap.org/way/158789093	39.4585	-0.33797	https://internetfreedomfestival.org/wiki/index.php/Code_of_Conduct	The Internet Freedom Festival is the only organization focused entirely in community development for the Internet Freedom field. We design programs and tools to bring together the eclectic plethora of activist groups, NGOs, governmental agencies, media organizations, large internet platforms, and many others who rely on each other to achieve the common goal of a free and open internet for all.	20191215	https://internetfreedomfestival.org/cfp-guide-2020/	Unconference	Diversity, Village, Global	Zero	yes	1700	EN										https://twitter.com/internetff												
21045		20200424	20200426	Akademy-es	Akademy-es 2020			https://www.kde-espana.org/akademy-es-2020			Malaga	ES	El Polo Digital	https://www.openstreetmap.org/relation/1426741	36.69882	-4.43922		<p>Akademy-es es el encuentro anual de desarrolladores, colaboradores y usuarios de KDE en España, que se celebra desde el año 2006 en distintas ciudades del territorio español y con ésta se llegará a la decimocuarta edición.</p><p>Este año Akademy-es 2020 se celebrará en Málaga concretamente dentro del gran evento libre Opensouthcode del 24 al 26 de abril.</p><p>Málaga, capital de la provincia homónima, es la quinta ciudad de España en número de habitantes. Está situada en el sur de la Península Ibérica, en un privilegiado enclave natural.</p><p>El mar Mediterráneo baña sus costas y los montes de Málaga la circundan, conformando una barrera montañosa que la defiende del frío, caracterizándose su clima por sus suaves temperaturas gracias al papel del mar como regulador térmico.</p>	20200229	https://www.kde-espana.org/akademy-es-2020/presenta-tu-charla	Project Event,Hackmeeting	KDE,	Zero	?	?	ES	KDE España	Akademy-es is hosted by <a href=”/2020/04-24-opensouthcode.html”>Open South Code</a>																				
21046		20200424	20200425	Opensouthcode	Opensouthcode 2020	Opensouthcode	Opensouthcode	https://www.opensouthcode.org/			Malaga	ES	El Polo Digital	https://www.openstreetmap.org/relation/1426741	36.69882	-4.43922	https://www.opensouthcode.org/conferences/opensouthcode2020#conduct	<p>Opensouthcode es un evento para promocionar y dar a conocer las tecnologías abiertas: software/hardware libre y opensource. El evento es gratuito.</p><p>Opensouthcode is an event to promote open technologies: free software/hardware and opensource. The event is free (as in beer 	20200124	https://www.opensouthcode.org/conferences/opensouthcode2020/program/proposals/new	Community Event	Free Software, Free Hardware, Open Source	Zero	no	?	ES		Open South Code hosts Akademy-es, the annual hackmeeting and conference of KDE España								https://twitter.com/opensouthcode												
21047		20210424	20210424	FLISOL	Festival Latinoamericano de Instalación de Software Libre	FLISOL		https://flisol.info/FLISOL2021/Espana										Cada año, el cuarto sábado de abril se organizan jornadas de difusión de Software Libre de forma simultánea en varios cientos de localidades del planeta, un macroevento conocido como FLISOL. Hace ya 9 años se organizó por primera vez en España, por lo que en 2019 será la 10ª vez que se realice. Y es que lo gratificante de la experiencia y la importancia de apoyar y difundir el Software Libre en nuestro entorno, nos motiva a continuar año tras año. 			Regional Day				?																							
21048		20210424	20210424	Open Education Day	Open Education Day			https://openeducationday.ch/	offline-hybrid	/img/eventbanners/2021/2021-open-education-day.png	Bern	CH	Pädagogische Hochschule	https://www.openstreetmap.org/node/6140870034	46.95237	7.42275		<p>Mit einer breiten Palette von Referaten, Workshops und Kurzpräsentationen vermittelt die kostenlose Tagung Wissen und Erfahrung zu Open Source Technologien, Open Content und Informatikkompetenzen im Lehrplan 21.</p><p>Momentan sind wir in der Planung. Sicher ist, dass neben den beliebten Workshops vor Ort auch einige Sessions remote besucht werden können. Weitere Informationen folgen demnächst.</p>			Community Event	education	?	?	?	DE	CH Open					?	?	?	UTC+2													
21049		20200430	20200430	Linux Days Villach	Linux Days Villach			https://services.htl-villach.at/linuxday/			Villach	AT					nococ	?			Community Event		?	?	?	DE																						
21050		20200504	20200504	Digitale Souveränität	Digitale Souveränität und Modernisierung der öffentlichen Verwaltung			https://registration.fsfe.org/Digitale-Verwaltung-2020			Berlin	DE	Kalkscheune	https://www.openstreetmap.org/relation/1505139	52.52416	13.38956	https://fsfe.org/about/codeofconduct	<p>In den letzten Jahren wurde verstärkt über den Einsatz Freier Software in Verwaltungen diskutiert. Viele Verwaltungen haben mittlerweile weitreichende, positive Erfahrungen mit dem Einsatz Freier Software sammeln können. In einigen Bereichen sehen sie sich jedoch durch die Abhängigkeiten von einzelnen Herstellern proprietärer Software immer noch mit schwierigen Situationen konfrontiert: Modifikationen können nur umständlich vorgenommen werden, die Zusammenarbeit mit anderen Verwaltungen wird erschwert und Steuergelder werden für Lizenzen verwendet.</p><p>In der Veranstaltung wollen wir zum einen erfolgreiche Freie-Software-Projekte in der Verwaltung aus Anbietersicht vorstellen (Vormittag) als auch die Sicht der Verwaltungen auf Freie-Software-Projekte diskutieren (Nachmittag). Die Pausen sollen genutzt werden, damit Interessierte im Rahmen einer Ausstellung ins Gespräch kommen können.</p>			Policy Event	fsfe,publiccode,digitale souveränität,verwaltung	Zero	https://registration.fsfe.org/Digitale-Verwaltung-2020	1st time	DE	Free Software Foundation Europe																					
21051		20200611	20200613	DrupalCamp Spain	DrupalCamp Spain 2020			https://2020.drupalcamp.es/			Malaga	ES	El Polo Digital	https://www.openstreetmap.org/relation/1426741	36.69882	-4.4392	https://docs.google.com/document/d/1egzPQfY0Tg4IjPUlnvz5BrEWwOPnBK2A91Zy-KIwK2w/edit?usp=sharing				Project Event	Drupal	?	yes	300	ES	Asociación Española de Drupal									http://twitter.com/drupalcampspain												
21052	n/a	20200509	20200511	Wikimedia Hackathon	Wikimedia Hackathon 2020			https://www.mediawiki.org/wiki/Wikimedia_Hackathon_2020			Tirana	AL	Oficina	https://www.openstreetmap.org/way/449516501	41.33538	19.80763	https://foundation.wikimedia.org/wiki/Friendly_space_policy	The Wikimedia Hackathon is a major event that brings together developers from all around the world to improve the technological infrastructure of Wikipedia and other Wikimedia projects, particularly the MediaWiki platform on which they are based, and other Wikimedia code development.			Hackathon	Wikimedia,Wikipedia,Open Knowledge	Zero	yes	?	EN																						
21053		20210517	20210521	OpenTechSummit	OpenTechSummit	OpenTechSummit	OpenTechSummit	https://eventyay.com/e/5ac8e4d9	online									<p>The OpenTechSummit Europe takes place ONLINE this year from Monday 17 to Friday 21 May 2021. The OpenTechSummit Europe brings together participants in the open source ecosystem: students, developers, companies, and FOSS communities to showcase latest technologies, exchange knowledge and collaborate on projects.</p>	20210331	https://eventyay.com/e/5ac8e4d9/cfs	Community Event		10 Euro	no	50	EN						eventyay				https://twitter.com/opntec												
21054		20210527	20210530	Libre Graphics Meeting	Libre Graphics Meeting	LGM	LGM20	https://libregraphicsmeeting.org/2021/en/index.html	online-hybrid	/img/eventbanners/2021/2021-lgm.png	Rennes	FR	Different Places	https://www.openstreetmap.org/#map=19/48.10164/-1.72557	48.10164	-1.72557	https://libregraphicsmeeting.org/2020/en/codeofconduct.html	<p>As you can see, we maintain the LGM event this year. Of course we are conscious that this edition will again be a bit special. Waiting for better days, we think it is important to keep it alive. We have decided to make an attempt of mixed edition:</p><ul><li>Online conferences</li><li>Physical meeting for those who can and want to</li><li></ul><p>The online conferences will be similar to last year's event. We will certainly use different technical solutions, but this format will allow everyone to participate and follow what they are interested in.</p><p>As we are convinced that a physical meeting is more efficient to motivate collaborations, it will be possible for a limited number of participants to join us in Rennes, to allow teams and those who want to participate to hacking sessions and workshops. We will follow the constrains evolution and organize this physical event accordingly. We are aware that everyone will not be able to come for various reasons. But we think it is important to do our best to help those who want and have the possibility to attend, and not stay in a permanently blocked situation for everyone.</p>	20210419	https://libregraphicsmeeting.org/2021/en/submissioncall.html	Community Event	Design	?		?	EN/FR										https://twitter.com/lgmeeting												
21055		20200605	20200607	PyCon CZ	PyCon CZ		PyConCZ	https://cz.pycon.org/2020/			Ostrava	CZ	Hlubina	https://www.openstreetmap.org/#map=18/49.82144/18.27744	49.82144	18.27744	https://cz.pycon.org/2020/coc/	6th PyCon CZ is organized by volunteers from Czech Python community for anyone interested in Python: professionals, novices, students and hobbyist Python programmers from Czechia and abroad. Everyone gets a chance to learn, receive support, and connect with others in a friendly atmosphere.	20200331	https://cz.pycon.org/2020/cfp/	Project Event	Python,PyConCZ,Czechia	500CZK - 3900CZK	yes	470	EN																						
